index,/gantry/pitch/target,/gantry/pitch/measurement,/gantry/pitch/control_velocity,/gantry/imu/roll,/gantry/imu/pitch,/gantry/imu/yaw,/dart/left_motor/angle,/dart/left_motor/velocity,/dart/left_motor/control_velocity,/dart/left_motor/torque,/dart/left_motor/control_torque,/dart/right_motor/angle,/dart/right_motor/velocity,/dart/right_motor/control_velocity,/dart/right_motor/torque,/dart/right_motor/control_torque,/dart/up_motor/angle,/dart/up_motor/velocity,/dart/up_motor/control_velocity,/dart/up_motor/torque,/dart/up_motor/control_torque
0,nan,nan,nan,2.77274,-0.00530068,0.000988144,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00791016,nan
1,nan,nan,nan,2.77265,-0.00530302,0.00101819,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00032959,nan,0.0162133,-0,nan,-0.00318604,nan
2,nan,nan,nan,2.77265,-0.00527319,0.0010113,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00834961,nan,0.0162133,-0,nan,-0.00791016,nan
3,nan,nan,nan,2.77251,-0.00527274,0.00107788,-0.0333854,0,nan,-0.000878906,nan,-0.00449542,0,nan,0.0065918,nan,0.0162133,-0,nan,0.00483398,nan
4,nan,nan,nan,2.77252,-0.00527092,0.00108082,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00318604,nan
5,nan,nan,nan,2.77262,-0.00527149,0.00109041,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.000109863,nan
6,nan,nan,nan,2.77258,-0.00527247,0.00108173,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00791016,nan
7,nan,nan,nan,2.77249,-0.00532453,0.00111796,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00318604,nan
8,nan,nan,nan,2.77244,-0.00537801,0.00112671,-0.0333854,0,nan,-0.000878906,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00791016,nan
9,nan,nan,nan,2.77238,-0.005343,0.00115602,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00791016,nan
10,nan,nan,nan,2.77233,-0.00534137,0.00118282,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
11,nan,nan,nan,2.7724,-0.00535669,0.00118284,-0.0333854,0,nan,-0.00516357,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.00483398,nan
12,nan,nan,nan,2.77239,-0.0053865,0.00118275,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
13,nan,nan,nan,2.77237,-0.00539355,0.00118627,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
14,nan,nan,nan,2.77242,-0.00539843,0.00119849,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00791016,nan
15,nan,nan,nan,2.77241,-0.00540973,0.00123046,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00791016,nan
16,nan,nan,nan,2.77243,-0.00544039,0.00123554,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.000109863,nan
17,nan,nan,nan,2.77242,-0.00542117,0.00127575,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00791016,nan
18,nan,nan,nan,2.77245,-0.00543719,0.0012944,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.000109863,nan
19,nan,nan,nan,2.7724,-0.00545606,0.00129076,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.0065918,nan,0.0162133,-0,nan,0.00483398,nan
20,nan,nan,nan,2.77242,-0.00545778,0.00128286,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
21,nan,nan,nan,2.77245,-0.00543574,0.00131796,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
22,nan,nan,nan,2.77243,-0.00543988,0.00133844,-0.0333854,0,nan,-0.00516357,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
23,nan,nan,nan,2.77245,-0.00545265,0.00132674,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
24,nan,nan,nan,2.77253,-0.00543712,0.00133264,-0.0333854,0,nan,-0.00516357,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00791016,nan
25,nan,nan,nan,2.77254,-0.00543597,0.00133623,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00318604,nan
26,nan,nan,nan,2.77258,-0.00545418,0.00135027,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.023291,nan
27,nan,nan,nan,2.77254,-0.00547127,0.00139624,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.000109863,nan
28,nan,nan,nan,2.77248,-0.00548546,0.00141089,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
29,nan,nan,nan,2.77246,-0.00545204,0.00139935,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.0065918,nan,0.0162133,-0,nan,0.00483398,nan
30,nan,nan,nan,2.77247,-0.0054627,0.00145685,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
31,nan,nan,nan,2.7725,-0.00546223,0.00143714,-0.0333854,0,nan,-0.00516357,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
32,nan,nan,nan,2.7725,-0.00545089,0.00146321,-0.0333854,0,nan,-0.00516357,nan,-0.00449542,0,nan,-0.00032959,nan,0.0162133,-0,nan,0.00483398,nan
33,nan,nan,nan,2.77257,-0.00546863,0.00146602,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
34,nan,nan,nan,2.77255,-0.00545908,0.00148492,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00318604,nan
35,nan,nan,nan,2.77258,-0.00543256,0.00150378,-0.0333854,0,nan,-0.00516357,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00791016,nan
36,nan,nan,nan,2.77258,-0.00541951,0.00151752,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.0065918,nan,0.0162133,-0,nan,0.00483398,nan
37,nan,nan,nan,2.77261,-0.00540595,0.00155761,-0.0333854,0,nan,-0.00516357,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00318604,nan
38,nan,nan,nan,2.77263,-0.00539454,0.00157935,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.000109863,nan
39,nan,nan,nan,2.77259,-0.00540582,0.00157457,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00791016,nan
40,nan,nan,nan,2.77259,-0.00543543,0.00159442,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
41,nan,nan,nan,2.77259,-0.00540203,0.00161229,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00791016,nan
42,nan,nan,nan,2.77259,-0.00544803,0.00162224,-0.0333854,0,nan,-0.00516357,nan,-0.00449542,0,nan,-0.00153809,nan,0.0162133,-0,nan,-0.00791016,nan
43,nan,nan,nan,2.77252,-0.00547456,0.00165473,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.0065918,nan,0.0162133,-0,nan,-0.00318604,nan
44,nan,nan,nan,2.77247,-0.00546384,0.00165291,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00032959,nan,0.0162133,-0,nan,0.000109863,nan
45,nan,nan,nan,2.77252,-0.00544232,0.00163324,-0.0333854,0,nan,-0.00516357,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00318604,nan
46,nan,nan,nan,2.77252,-0.00544412,0.00166307,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
47,nan,nan,nan,2.77255,-0.00544115,0.00169413,-0.0333854,0,nan,-0.000878906,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.000109863,nan
48,nan,nan,nan,2.77254,-0.00545726,0.00171847,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.0250488,nan,0.0162133,-0,nan,0.000109863,nan
49,nan,nan,nan,2.77256,-0.0054238,0.00173694,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00153809,nan,0.0162133,-0,nan,-0.00318604,nan
50,nan,nan,nan,2.77255,-0.00544968,0.00173616,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
51,nan,nan,nan,2.77254,-0.00542643,0.00174776,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.0065918,nan,0.0162133,-0,nan,0.00483398,nan
52,nan,nan,nan,2.77255,-0.00543427,0.00174296,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00153809,nan,0.0162133,-0,nan,-0.00791016,nan
53,nan,nan,nan,2.77258,-0.0054381,0.00176188,-0.0333854,0,nan,-0.00516357,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.00483398,nan
54,nan,nan,nan,2.7726,-0.0054574,0.0017789,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00791016,nan
55,nan,nan,nan,2.77258,-0.00548918,0.00178201,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00318604,nan
56,nan,nan,nan,2.77256,-0.00548762,0.00181417,-0.0333854,0,nan,-0.00516357,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00318604,nan
57,nan,nan,nan,2.77254,-0.0054862,0.00180363,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.00483398,nan
58,nan,nan,nan,2.77257,-0.00554688,0.00184882,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
59,nan,nan,nan,2.77257,-0.00553537,0.00186117,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.00483398,nan
60,nan,nan,nan,2.77257,-0.00555494,0.00182631,-0.0333854,0,nan,-0.00516357,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
61,nan,nan,nan,2.77254,-0.00555309,0.00186174,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.000109863,nan
62,nan,nan,nan,2.77255,-0.00551956,0.00188218,-0.0333854,0,nan,-0.000878906,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.000109863,nan
63,nan,nan,nan,2.77256,-0.00552724,0.00188956,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
64,nan,nan,nan,2.7726,-0.00553318,0.00188884,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00153809,nan,0.0162133,-0,nan,0.000109863,nan
65,nan,nan,nan,2.77263,-0.00553119,0.00188393,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00791016,nan
66,nan,nan,nan,2.77262,-0.00548719,0.00190936,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.000109863,nan
67,nan,nan,nan,2.77268,-0.0054775,0.00189396,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00791016,nan
68,nan,nan,nan,2.7727,-0.00547629,0.00190649,-0.0333854,0,nan,-0.00516357,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.00483398,nan
69,nan,nan,nan,2.77264,-0.0054896,0.00192324,-0.0333854,0,nan,-0.000878906,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
70,nan,nan,nan,2.7726,-0.00549676,0.00191903,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.000109863,nan
71,nan,nan,nan,2.77262,-0.00548485,0.0019876,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.000109863,nan
72,nan,nan,nan,2.77263,-0.00549478,0.00198193,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00791016,nan
73,nan,nan,nan,2.77262,-0.00551373,0.00202132,-0.0333854,0,nan,-0.00516357,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.00483398,nan
74,nan,nan,nan,2.77261,-0.00550782,0.00203987,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.00483398,nan
75,nan,nan,nan,2.77261,-0.00549059,0.00205228,-0.0333854,0,nan,-0.000878906,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.000109863,nan
76,nan,nan,nan,2.77264,-0.00549651,0.00204084,-0.0333854,0,nan,-0.000878906,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
77,nan,nan,nan,2.7727,-0.00551493,0.00208819,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
78,nan,nan,nan,2.77265,-0.00551177,0.00205696,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00318604,nan
79,nan,nan,nan,2.77265,-0.00552774,0.00204683,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
80,nan,nan,nan,2.77265,-0.00552834,0.0021002,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00791016,nan
81,nan,nan,nan,2.77268,-0.00551922,0.00212226,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
82,nan,nan,nan,2.77267,-0.00550443,0.00212022,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00153809,nan,0.0162133,-0,nan,-0.00791016,nan
83,nan,nan,nan,2.77269,-0.00550442,0.00211226,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.00483398,nan
84,nan,nan,nan,2.7727,-0.00551502,0.00215121,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
85,nan,nan,nan,2.77271,-0.00552871,0.00217076,-0.0333854,0,nan,-0.00516357,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00318604,nan
86,nan,nan,nan,2.77273,-0.00556148,0.00220036,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.000109863,nan
87,nan,nan,nan,2.77274,-0.00557266,0.00220889,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00791016,nan
88,nan,nan,nan,2.77276,-0.0055527,0.00223292,-0.0333854,0,nan,0.00263672,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.000109863,nan
89,nan,nan,nan,2.77274,-0.00554333,0.00222074,-0.0333854,0,nan,-0.000878906,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
90,nan,nan,nan,2.77272,-0.00554789,0.0022474,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00318604,nan
91,nan,nan,nan,2.77272,-0.00555467,0.00228422,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
92,nan,nan,nan,2.77273,-0.00554933,0.00229686,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00791016,nan
93,nan,nan,nan,2.7727,-0.00556935,0.00230227,-0.0333854,0,nan,-0.00516357,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00318604,nan
94,nan,nan,nan,2.77274,-0.00560026,0.00230191,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.000109863,nan
95,nan,nan,nan,2.77276,-0.00558427,0.00232292,-0.0333854,0,nan,-0.00516357,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.00483398,nan
96,nan,nan,nan,2.77275,-0.00563141,0.00232276,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00791016,nan
97,nan,nan,nan,2.77279,-0.00562812,0.0023543,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
98,nan,nan,nan,2.7728,-0.00562182,0.00234816,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.000109863,nan
99,nan,nan,nan,2.7728,-0.00564487,0.00236868,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.00483398,nan
100,nan,nan,nan,2.77283,-0.00564873,0.00238551,-0.0333854,0,nan,-0.000878906,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
101,nan,nan,nan,2.77283,-0.00567517,0.00238875,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
102,nan,nan,nan,2.77279,-0.00567784,0.00240795,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
103,nan,nan,nan,2.77282,-0.00568629,0.002445,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.000109863,nan
104,nan,nan,nan,2.77283,-0.00569563,0.00243496,-0.0333854,0,nan,-0.000878906,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
105,nan,nan,nan,2.77282,-0.00569614,0.00244293,-0.0333854,0,nan,0.00263672,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.000109863,nan
106,nan,nan,nan,2.77283,-0.00569641,0.00244062,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.0065918,nan,0.0162133,-0,nan,0.000109863,nan
107,nan,nan,nan,2.77278,-0.0056858,0.00246614,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
108,nan,nan,nan,2.7728,-0.00571065,0.00247732,-0.0333854,0,nan,-0.00516357,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00318604,nan
109,nan,nan,nan,2.7728,-0.00572097,0.00249322,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.000109863,nan
110,nan,nan,nan,2.77283,-0.00570128,0.00252102,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
111,nan,nan,nan,2.77279,-0.00571239,0.00253906,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
112,nan,nan,nan,2.7728,-0.00574123,0.00254281,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00153809,nan,0.0162133,-0,nan,-0.00318604,nan
113,nan,nan,nan,2.77279,-0.00571841,0.00254672,-0.0333854,0,nan,-0.000878906,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
114,nan,nan,nan,2.77282,-0.00575185,0.00255271,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.000109863,nan
115,nan,nan,nan,2.77278,-0.00573234,0.0025802,-0.0333854,0,nan,-0.000878906,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00955811,nan
116,nan,nan,nan,2.77281,-0.00575942,0.00259778,-0.0333854,0,nan,-0.000878906,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
117,nan,nan,nan,2.77282,-0.0057988,0.00256912,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
118,nan,nan,nan,2.77282,-0.00579644,0.00259942,-0.0333854,0,nan,-0.000878906,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00791016,nan
119,nan,nan,nan,2.77283,-0.0057956,0.00261099,-0.0333854,0,nan,-0.000878906,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
120,nan,nan,nan,2.77286,-0.00582505,0.00264708,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.00483398,nan
121,nan,nan,nan,2.77288,-0.00582012,0.00268548,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
122,nan,nan,nan,2.77289,-0.00582923,0.0026854,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.0065918,nan,0.0162133,-0,nan,-0.00318604,nan
123,nan,nan,nan,2.7729,-0.00584738,0.00272683,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
124,nan,nan,nan,2.7729,-0.00583869,0.00272789,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.0065918,nan,0.0162133,-0,nan,0.000109863,nan
125,nan,nan,nan,2.77289,-0.00585491,0.0027438,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
126,nan,nan,nan,2.77294,-0.00585389,0.00278844,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.00483398,nan
127,nan,nan,nan,2.77295,-0.00584951,0.00280168,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
128,nan,nan,nan,2.77295,-0.00586986,0.00281098,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.000109863,nan
129,nan,nan,nan,2.77298,-0.00585796,0.00281754,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00032959,nan,0.0162133,-0,nan,-0.0112061,nan
130,nan,nan,nan,2.77299,-0.00582643,0.00283822,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
131,nan,nan,nan,2.77298,-0.0058433,0.00283869,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00834961,nan,0.0162133,-0,nan,-0.00318604,nan
132,nan,nan,nan,2.77302,-0.00585399,0.00286852,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00318604,nan
133,nan,nan,nan,2.77298,-0.00584893,0.00288247,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
134,nan,nan,nan,2.77302,-0.00584097,0.00289238,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00834961,nan,0.0162133,-0,nan,-0.00791016,nan
135,nan,nan,nan,2.77302,-0.00586563,0.00289266,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.000109863,nan
136,nan,nan,nan,2.77305,-0.00586876,0.00291317,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00318604,nan
137,nan,nan,nan,2.77306,-0.00589166,0.00295369,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,-0.00834961,nan,0.0162133,-0,nan,0.00483398,nan
138,nan,nan,nan,2.77304,-0.00586344,0.0029415,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,-0.00318604,nan
139,nan,nan,nan,2.77304,-0.00588078,0.00291957,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.0065918,nan,0.0162133,-0,nan,-0.00791016,nan
140,nan,nan,nan,2.77303,-0.0058825,0.0029523,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
141,nan,nan,nan,2.77302,-0.00591721,0.00295579,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.024939,nan
142,nan,nan,nan,2.77306,-0.00591872,0.00296599,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,0.00483398,nan
143,nan,nan,nan,2.77307,-0.005969,0.00298045,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.000109863,nan
144,nan,nan,nan,2.77309,-0.00596596,0.00298221,-0.0333854,0,nan,0.00307617,nan,-0.00449542,0,nan,-0.00494385,nan,0.0162133,-0,nan,0.00483398,nan
145,nan,nan,nan,2.77308,-0.00596874,0.00298367,-0.0333854,0,nan,-0.0012085,nan,-0.00449542,0,nan,0.00307617,nan,0.0162133,-0,nan,-0.00318604,nan
